id_transacao,id_curso,id_usuario,valor,metodo_pagamento,data
181,6,43,129.00,debito,2025-05-27 22:43:14.214
182,1,43,446.00,boleto,2025-03-03 00:08:40.886
183,9,29,130.00,debito,2025-06-07 08:57:49.757
184,18,83,209.00,credito,2025-02-27 23:53:58.794
185,12,35,374.00,pix,2025-07-07 17:52:15.063
186,5,26,144.00,boleto,2025-08-23 08:26:31.986
187,7,59,205.00,boleto,2025-03-02 20:53:55.045
188,12,55,13.00,pix,2025-02-17 13:56:17.395
189,4,6,155.00,pix,2025-06-09 16:30:36.263
190,2,78,230.00,credito,2025-05-30 16:19:42.401
191,18,56,167.00,boleto,2025-07-04 15:08:07.591
192,2,72,457.00,credito,2025-08-16 15:30:22.774
193,19,61,402.00,credito,2025-02-24 06:54:30.224
194,5,26,442.00,boleto,2025-02-12 09:48:27.400
195,2,14,275.00,debito,2025-01-26 01:57:35.854
196,14,7,96.00,pix,2025-02-22 10:45:05.020
197,19,50,313.00,debito,2025-04-22 08:12:30.013
198,18,95,349.00,pix,2025-07-03 06:49:23.043
199,20,95,63.00,boleto,2025-06-16 11:38:06.336
200,10,80,396.00,pix,2025-08-27 23:22:00.672
201,2,56,51.00,pix,2025-01-16 06:58:24.370
202,8,46,447.00,debito,2025-08-12 10:31:47.299
203,2,6,250.00,boleto,2025-06-30 05:36:38.609
204,17,7,122.00,credito,2025-03-01 00:28:26.927
205,15,29,267.00,boleto,2025-06-26 08:56:23.194
206,8,21,436.00,credito,2025-03-03 19:40:49.285
207,13,34,389.00,debito,2025-05-31 12:42:57.526
208,4,7,367.00,boleto,2025-05-27 03:44:22.536
209,9,49,42.00,boleto,2025-03-06 17:34:38.968
210,5,82,488.00,pix,2025-02-25 05:09:08.393
211,4,2,87.00,credito,2025-06-22 07:01:22.931
212,13,69,288.00,debito,2025-06-26 19:28:37.290
213,13,29,204.00,credito,2025-05-13 02:05:08.587
214,10,99,336.00,pix,2025-02-23 19:38:38.967
215,17,40,444.00,debito,2025-04-05 10:00:31.277
216,14,91,426.00,debito,2025-01-17 20:18:08.120
217,9,24,280.00,boleto,2025-05-08 15:18:13.458
218,11,47,394.00,boleto,2025-03-28 19:37:23.699
219,11,31,282.00,pix,2025-08-08 20:34:35.166
220,11,95,121.00,credito,2025-01-20 13:34:22.282
221,9,1,37.00,debito,2025-04-26 08:16:30.878
222,12,94,10.00,boleto,2025-08-17 09:31:33.793
223,6,26,385.00,debito,2025-03-26 09:48:56.926
224,4,44,348.00,debito,2025-06-13 18:36:23.092
225,16,39,453.00,pix,2025-04-23 18:53:35.640
226,9,92,430.00,debito,2025-03-25 02:37:04.246
227,15,48,380.00,debito,2025-04-10 05:28:20.498
228,13,37,499.00,boleto,2025-04-09 16:14:44.176
229,7,88,64.00,boleto,2025-05-07 15:22:50.960
230,17,26,179.00,boleto,2025-04-28 06:34:42.989
231,5,13,149.00,credito,2025-02-03 20:54:08.970
232,4,40,93.00,boleto,2025-03-06 01:51:37.225
233,7,98,12.00,credito,2025-01-21 04:46:06.551
234,10,13,12.00,credito,2025-06-01 14:56:53.274
235,7,20,431.00,credito,2025-06-12 08:41:51.905
236,13,58,91.00,pix,2025-05-31 14:52:37.781
237,19,73,17.00,debito,2025-05-05 13:58:44.764
238,19,49,77.00,pix,2025-03-21 23:07:59.352
239,14,73,154.00,credito,2025-02-12 14:31:53.843
240,2,39,449.00,credito,2025-06-29 14:55:10.380
241,19,64,304.00,credito,2025-03-30 08:13:10.066
242,14,69,206.00,credito,2025-08-27 17:41:17.937
243,5,4,452.00,pix,2025-03-25 08:23:59.408
244,11,26,52.00,debito,2025-06-15 15:50:14.390
245,2,72,325.00,boleto,2025-04-19 20:41:32.833
246,13,81,284.00,boleto,2025-02-04 00:38:44.752
247,2,42,327.00,debito,2025-01-20 01:46:34.695
248,6,76,246.00,boleto,2025-07-03 16:54:10.873
249,15,77,213.00,debito,2025-02-18 03:16:07.795
250,5,74,349.00,credito,2025-03-16 06:39:43.321
251,5,23,429.00,pix,2025-05-30 11:45:09.596
252,5,72,264.00,credito,2025-03-25 04:37:53.424
253,14,18,271.00,boleto,2025-04-29 00:06:47.783
254,10,45,237.00,boleto,2025-02-06 21:36:37.176
255,20,39,126.00,pix,2025-01-29 13:41:39.682
256,2,30,404.00,debito,2025-02-02 08:37:35.312
257,19,36,115.00,boleto,2025-01-19 18:53:28.072
258,2,77,499.00,pix,2025-05-06 01:41:21.894
259,12,2,187.00,pix,2025-01-20 23:41:27.060
260,3,18,112.00,debito,2025-01-07 11:47:38.977
261,19,4,263.00,credito,2025-05-29 10:25:21.814
262,7,74,61.00,pix,2025-05-01 00:47:36.917
263,3,3,30.00,boleto,2025-06-28 19:31:00.862
264,10,69,477.00,credito,2025-06-21 10:38:25.868
265,17,57,245.00,pix,2025-05-20 06:41:52.775
266,12,27,405.00,boleto,2025-07-27 02:10:48.765
267,1,73,328.00,debito,2025-08-25 20:13:06.270
268,12,5,154.00,pix,2025-07-14 07:40:48.651
269,16,17,431.00,debito,2025-01-19 21:10:35.244
270,10,64,310.00,boleto,2025-01-23 00:32:03.289
271,15,8,496.00,boleto,2025-03-04 05:31:26.972
272,20,43,106.00,debito,2025-08-27 12:38:35.567
273,9,34,197.00,credito,2025-04-14 19:31:11.396
274,19,99,380.00,credito,2025-06-01 15:42:49.144
275,2,85,186.00,credito,2025-01-30 19:28:20.226
276,5,93,230.00,boleto,2025-01-27 04:41:01.524
277,19,19,392.00,debito,2025-04-27 07:26:59.740
278,18,60,458.00,boleto,2025-03-08 15:47:46.973
279,12,100,95.00,boleto,2025-07-24 03:50:35.985
280,6,4,135.00,pix,2025-01-23 01:04:14.974
281,18,69,136.00,debito,2025-05-16 21:43:57.350
282,5,67,18.00,debito,2025-06-02 02:40:13.805
283,16,35,416.00,pix,2025-06-12 15:38:04.403
284,15,36,33.00,pix,2025-03-27 05:54:46.097
285,8,96,414.00,boleto,2025-07-19 17:08:06.469
286,11,33,137.00,pix,2025-06-29 03:25:32.293
287,18,41,26.00,credito,2025-01-02 10:00:58.864
288,4,99,475.00,pix,2025-02-21 06:16:12.402
289,17,57,302.00,debito,2025-02-24 20:01:55.198
290,19,66,416.00,credito,2025-03-01 10:26:16.307
291,1,12,117.00,boleto,2025-02-26 11:44:30.699
292,8,72,192.00,boleto,2025-04-15 15:44:47.753
293,3,57,202.00,boleto,2025-03-31 04:51:08.071
294,10,24,408.00,boleto,2025-06-26 08:31:29.966
295,8,41,273.00,boleto,2025-06-06 21:42:57.837
296,7,18,332.00,pix,2025-03-20 02:53:26.214
297,12,77,130.00,credito,2025-02-08 10:31:40.133
298,12,59,276.00,credito,2025-06-14 19:04:58.335
299,3,12,72.00,pix,2025-01-14 03:20:09.265
300,7,42,460.00,boleto,2025-01-18 17:18:20.649
301,16,81,155.00,boleto,2025-06-23 15:14:01.380
302,12,66,113.00,credito,2025-04-01 04:24:51.654
303,9,55,242.00,boleto,2025-05-26 14:56:32.279
304,3,18,142.00,debito,2025-05-03 01:29:56.135
305,12,76,18.00,credito,2025-03-06 02:48:14.280
306,1,97,186.00,credito,2025-08-25 13:11:02.340
307,12,64,436.00,pix,2025-04-28 02:13:30.572
308,15,3,463.00,debito,2025-07-14 03:01:23.161
309,8,85,443.00,boleto,2025-08-21 18:54:31.990
310,6,37,404.00,credito,2025-04-08 05:44:46.028
311,15,87,275.00,debito,2025-02-24 02:14:59.655
312,13,79,473.00,credito,2025-05-01 06:10:15.086
313,16,42,360.00,debito,2025-03-09 21:45:30.585
314,7,11,334.00,pix,2025-04-25 12:31:27.483
315,15,78,357.00,pix,2025-04-01 22:39:19.607
316,1,94,387.00,debito,2025-05-15 17:07:44.574
317,3,4,293.00,pix,2025-05-08 02:56:28.101
318,1,88,321.00,credito,2025-06-11 03:29:32.311
319,6,60,203.00,credito,2025-05-29 10:19:43.234
320,17,56,144.00,boleto,2025-03-04 01:52:54.829
321,19,71,464.00,debito,2025-02-15 02:43:58.113
322,5,77,89.00,boleto,2025-07-15 04:39:52.505
323,19,86,404.00,boleto,2025-02-13 21:28:19.519
324,15,40,165.00,credito,2025-07-14 20:47:53.780
325,8,36,120.00,pix,2025-07-02 14:08:06.447
326,8,96,371.00,credito,2025-03-23 01:59:35.665
327,7,48,202.00,pix,2025-06-13 00:10:41.533
328,3,1,68.00,boleto,2025-03-25 19:39:23.837
329,3,32,325.00,credito,2025-07-26 04:39:13.235
330,12,87,107.00,boleto,2025-07-11 19:30:31.817
331,6,72,173.00,boleto,2025-02-07 07:42:36.099
332,2,24,91.00,boleto,2025-07-09 08:34:43.102
333,12,47,448.00,pix,2025-08-02 05:58:43.510
334,4,22,250.00,credito,2025-05-27 08:05:33.695
335,2,80,58.00,credito,2025-08-22 06:49:09.065
336,8,98,359.00,debito,2025-05-13 06:12:15.781
337,8,80,288.00,pix,2025-04-27 14:38:12.840
338,1,93,488.00,debito,2025-07-24 08:38:12.119
339,6,53,112.00,debito,2025-03-20 20:06:55.869
340,1,14,47.00,debito,2025-07-27 23:41:21.792
341,19,82,172.00,credito,2025-05-03 12:12:01.858
342,1,31,340.00,debito,2025-06-07 03:57:23.430
343,8,85,429.00,boleto,2025-01-11 20:50:29.405
344,15,65,91.00,credito,2025-07-02 01:41:25.820
345,10,61,42.00,debito,2025-02-07 11:30:39.761
346,15,39,313.00,credito,2025-04-01 07:01:31.529
347,20,93,260.00,boleto,2025-02-01 01:34:48.909
348,18,70,94.00,pix,2025-08-15 04:00:32.417
349,10,85,80.00,debito,2025-03-31 10:16:53.836
350,6,38,296.00,boleto,2025-02-09 20:09:22.134
351,13,53,457.00,pix,2025-08-26 16:00:59.246
352,17,27,389.00,credito,2025-08-14 08:51:01.805
353,15,37,253.00,pix,2025-02-14 06:52:23.224
354,4,38,145.00,pix,2025-07-02 22:00:27.992
355,8,45,410.00,credito,2025-04-04 08:30:29.333
356,12,32,488.00,pix,2025-05-28 15:50:25.932
357,5,76,451.00,boleto,2025-04-04 02:03:51.715
358,14,48,344.00,debito,2025-06-20 09:45:47.155
359,8,49,159.00,debito,2025-04-13 19:41:58.469
360,18,50,280.00,boleto,2025-01-13 00:44:04.230
361,18,48,467.00,debito,2025-08-17 19:12:42.612
362,9,10,233.00,credito,2025-07-07 04:34:34.655
363,11,89,156.00,pix,2025-03-24 01:19:58.673
364,5,39,465.00,debito,2025-05-08 14:30:53.542
365,2,63,286.00,boleto,2025-04-28 17:11:07.717
366,10,61,81.00,boleto,2025-01-14 18:35:13.156
367,7,10,87.00,credito,2025-07-11 11:15:11.838
368,15,51,192.00,boleto,2025-05-13 04:14:22.531
369,3,32,52.00,boleto,2025-06-02 23:39:38.268
370,1,78,258.00,boleto,2025-01-05 12:18:20.881
371,5,89,98.00,pix,2025-07-23 01:10:31.836
372,14,19,421.00,debito,2025-06-17 00:40:21.286
373,19,65,442.00,debito,2025-03-10 02:00:02.461
374,18,54,127.00,pix,2025-07-15 21:44:33.760
375,9,1,271.00,credito,2025-06-03 18:17:17.382
376,7,67,29.00,pix,2025-04-21 12:46:08.643
377,8,43,307.00,pix,2025-04-14 06:47:09.419
378,20,96,176.00,pix,2025-01-07 11:30:12.953
379,6,9,56.00,boleto,2025-02-18 04:15:26.189
380,5,32,110.00,pix,2025-04-01 03:09:59.699
381,16,53,439.00,pix,2025-08-06 18:34:09.576
382,18,94,408.00,pix,2025-03-06 19:30:51.693
383,11,23,202.00,debito,2025-06-29 23:11:52.076
384,8,21,198.00,pix,2025-02-13 22:58:24.091
385,18,81,286.00,credito,2025-05-16 00:02:18.364
386,16,29,238.00,debito,2025-06-28 12:24:06.743
387,16,74,496.00,credito,2025-02-11 15:09:43.119
388,2,29,217.00,credito,2025-08-25 18:25:17.075
389,18,45,462.00,boleto,2025-05-27 15:45:42.771
390,16,88,201.00,boleto,2025-02-11 02:48:22.546
391,3,85,485.00,debito,2025-04-13 02:06:40.405
392,15,39,371.00,debito,2025-03-19 15:45:06.889
393,18,64,66.00,pix,2025-03-25 09:21:27.837
394,10,53,490.00,credito,2025-04-27 12:54:53.869
395,13,87,341.00,boleto,2025-03-14 10:42:32.936
396,5,93,64.00,boleto,2025-08-18 05:31:48.562
397,18,67,495.00,credito,2025-02-23 11:13:12.976
398,5,8,222.00,boleto,2025-05-24 07:12:21.701
399,2,12,91.00,boleto,2025-04-05 15:23:33.608
400,15,30,341.00,debito,2025-03-27 19:52:03.197
401,11,51,375.00,debito,2025-05-28 02:46:00.149
402,13,18,157.00,pix,2025-06-10 15:45:04.719
403,5,87,313.00,pix,2025-04-26 14:05:07.623
404,17,63,411.00,boleto,2025-05-08 20:22:40.855
405,13,11,406.00,boleto,2025-03-25 22:07:35.133
406,9,53,476.00,pix,2025-01-20 08:30:40.687
407,19,5,310.00,pix,2025-05-14 18:25:59.341
408,14,21,99.00,credito,2025-01-24 22:13:08.848
409,6,67,296.00,debito,2025-07-13 08:11:01.330
410,7,25,99.00,boleto,2025-05-16 23:31:55.273
411,4,36,166.00,pix,2025-03-12 12:56:33.604
412,6,45,443.00,debito,2025-02-20 07:12:53.548
413,17,19,278.00,pix,2025-05-22 04:58:32.669
414,10,4,413.00,credito,2025-03-09 15:48:42.437
415,9,15,114.00,debito,2025-04-10 05:27:57.779
416,19,75,230.00,debito,2025-01-04 23:35:20.454
417,15,63,447.00,debito,2025-01-06 00:54:51.986
418,13,32,491.00,credito,2025-04-09 09:34:30.907
419,1,2,439.00,debito,2025-03-19 10:35:54.921
420,7,25,460.00,credito,2025-07-13 09:41:55.442
421,5,13,60.00,pix,2025-01-09 05:25:02.075
422,2,95,395.00,credito,2025-01-01 23:03:39.679
423,12,33,262.00,credito,2025-08-07 21:30:37.788
424,19,93,226.00,boleto,2025-08-14 12:50:54.613
425,8,27,281.00,debito,2025-05-30 01:22:02.677
426,9,100,193.00,credito,2025-01-29 01:23:38.018
427,1,80,324.00,boleto,2025-03-19 23:06:27.848
428,13,77,409.00,pix,2025-04-24 19:27:22.306
429,5,89,411.00,debito,2025-08-03 11:33:36.070
430,8,36,28.00,pix,2025-01-20 04:48:16.884
431,18,92,277.00,boleto,2025-08-27 03:21:55.668
432,17,27,187.00,pix,2025-08-24 00:29:27.334
433,6,35,216.00,debito,2025-06-05 07:53:56.714
434,20,32,182.00,debito,2025-07-31 00:24:36.939
435,17,35,242.00,credito,2025-01-12 23:20:44.638
436,10,33,86.00,credito,2025-04-24 08:37:10.144
437,20,78,60.00,credito,2025-04-18 04:18:06.205
438,9,56,15.00,boleto,2025-08-07 09:40:57.485
439,15,98,374.00,boleto,2025-06-09 07:41:19.997
440,8,62,476.00,credito,2025-03-05 01:55:52.846
441,1,15,101.00,boleto,2025-06-24 04:36:29.647
442,14,94,302.00,boleto,2025-06-16 09:29:03.256
443,18,25,451.00,credito,2025-01-15 22:47:09.110
444,14,31,45.00,pix,2025-06-15 20:07:20.629
445,19,90,190.00,pix,2025-03-06 04:38:21.257
446,14,72,71.00,pix,2025-01-12 10:43:00.500
447,6,23,106.00,pix,2025-06-23 03:44:50.429
448,2,2,161.00,boleto,2025-04-18 01:22:28.915
449,4,34,83.00,pix,2025-05-27 18:29:11.231
450,13,99,357.00,debito,2025-04-01 09:56:21.074
451,3,30,158.00,boleto,2025-03-20 11:37:40.039
452,3,54,84.00,boleto,2025-07-02 05:10:33.594
453,13,97,440.00,debito,2025-02-10 17:44:36.927
454,1,7,130.00,boleto,2025-08-27 14:01:34.807
455,3,90,422.00,pix,2025-06-28 05:24:55.481
456,10,67,22.00,boleto,2025-02-28 05:24:17.730
457,6,55,135.00,boleto,2025-06-12 20:27:54.774
458,13,29,3.00,debito,2025-05-12 20:56:32.820
459,6,59,273.00,boleto,2025-08-01 13:35:34.701
460,13,22,496.00,boleto,2025-03-07 01:53:13.920
461,9,99,16.00,credito,2025-03-22 09:51:05.715
462,9,59,356.00,credito,2025-01-27 11:18:35.638
463,19,12,478.00,debito,2025-05-12 21:31:53.764
464,17,31,474.00,pix,2025-06-03 19:23:20.517
465,19,23,129.00,boleto,2025-08-13 08:38:48.801
466,7,51,320.00,boleto,2025-03-31 10:48:43.497
467,19,42,298.00,debito,2025-07-21 21:32:23.708
468,1,45,275.00,debito,2025-05-01 14:09:02.970
469,20,3,215.00,credito,2025-07-22 22:51:10.611
470,16,84,420.00,credito,2025-07-31 04:46:06.493
471,7,42,211.00,credito,2025-04-25 16:16:17.401
472,18,45,39.00,debito,2025-08-26 03:50:26.163
473,14,50,275.00,boleto,2025-01-03 16:15:44.802
474,3,54,445.00,debito,2025-03-24 10:17:43.850
475,5,81,118.00,boleto,2025-03-19 16:38:08.453
476,15,12,371.00,boleto,2025-03-28 10:37:02.395
477,5,93,402.00,credito,2025-07-22 12:07:27.147
478,12,86,239.00,debito,2025-06-02 22:59:33.243
479,10,98,450.00,credito,2025-08-19 17:57:37.960
480,9,11,379.00,boleto,2025-06-02 18:38:12.201
481,8,11,90.00,pix,2025-02-06 11:46:42.658
482,7,74,373.00,boleto,2025-07-08 11:27:35.768
483,14,79,262.00,credito,2025-03-21 18:04:35.310
484,11,41,478.00,credito,2025-07-27 01:09:30.930
485,20,10,399.00,pix,2025-07-14 02:39:31.841
486,17,72,174.00,pix,2025-04-09 21:29:47.377
487,19,63,448.00,pix,2025-06-11 02:23:24.913
488,18,25,347.00,boleto,2025-01-21 06:32:01.277
489,6,46,112.00,boleto,2025-06-17 22:56:41.321
490,8,31,417.00,credito,2025-03-08 08:02:57.442
491,1,85,483.00,pix,2025-05-15 03:18:46.096
492,19,58,170.00,boleto,2025-07-25 20:15:18.818
